,id_empresa,data_inicio_atividade,data_cadastro,nome_economico,nome_bairro
1543,2692,2009-02-16,2009-02-05,Empresa 2692,Bairro 1
1544,5160,2019-12-19,2020-01-06,Empresa 5160,Bairro 1
1545,6180,2022-08-16,2022-08-16,Empresa 6180,Bairro 1
1546,5130,2019-11-01,2019-11-14,Empresa 5130,Bairro 1
1547,5069,2019-08-07,2019-09-16,Empresa 5069,Bairro 1
1548,412,2012-01-20,2012-03-01,Empresa 412,Bairro 1
1549,448,2012-04-16,2012-04-13,Empresa 448,Bairro 1
1550,4920,2019-04-17,2019-05-08,Empresa 4920,Bairro 1
1551,455,2012-04-19,2012-04-24,Empresa 455,Bairro 1
1552,4828,2018-10-31,2018-12-18,Empresa 4828,Bairro 1
1553,4777,2018-09-12,2018-10-05,Empresa 4777,Bairro 1
1554,4753,2018-09-05,2018-09-17,Empresa 4753,Bairro 1
1555,4729,2018-08-07,2018-08-20,Empresa 4729,Bairro 1
1556,447,2012-04-16,2012-04-13,Empresa 447,Bairro 1
1557,459,2012-05-02,2012-04-30,Empresa 459,Bairro 1
1558,4667,2018-03-08,2018-06-28,Empresa 4667,Bairro 1
1559,491,2012-07-02,2012-06-21,Empresa 491,Bairro 1
1560,422,2012-03-12,2012-03-13,Empresa 422,Bairro 1
1561,488,2012-06-12,2012-06-14,Empresa 488,Bairro 1
1562,4653,2018-05-15,2018-06-15,Empresa 4653,Bairro 1
1563,4571,2018-04-04,2018-04-11,Empresa 4571,Bairro 1
1564,3533,2014-11-17,2015-02-09,Empresa 3533,Bairro 1
1565,514,2012-05-29,2012-07-26,Empresa 514,Bairro 1
1566,4519,2018-02-22,2018-03-06,Empresa 4519,Bairro 1
1567,4516,2017-04-12,2018-03-02,Empresa 4516,Bairro 1
1568,24,2010-02-10,2010-02-16,Empresa 24,Bairro 1
1569,521,2012-06-08,2012-08-06,Empresa 521,Bairro 1
1570,32,2010-02-25,2010-02-26,Empresa 32,Bairro 1
1571,4476,2018-01-16,2018-01-29,Empresa 4476,Bairro 1
1572,6120,2022-04-04,2022-06-22,Empresa 6120,Bairro 1
1573,4475,2017-10-11,2018-01-26,Empresa 4475,Bairro 1
1574,6306,2022-12-05,2022-12-05,Empresa 6306,Bairro 1
1575,2897,2005-10-31,2010-05-07,Empresa 2897,Bairro 2
1576,4392,2017-10-31,2017-11-07,Empresa 4392,Bairro 2
1577,4394,2017-09-18,2017-11-07,Empresa 4394,Bairro 2
1578,4805,2018-10-25,2018-11-05,Empresa 4805,Bairro 2
1579,4803,2018-10-17,2018-11-05,Empresa 4803,Bairro 2
1580,4798,2017-03-06,2018-10-24,Empresa 4798,Bairro 2
1581,5317,2013-06-05,2020-07-09,Empresa 5317,Bairro 2
1582,4410,2017-10-19,2017-11-21,Empresa 4410,Bairro 2
1583,4387,2017-09-19,2017-11-03,Empresa 4387,Bairro 2
1584,4398,2017-10-24,2017-11-10,Empresa 4398,Bairro 2
1585,231,2009-10-28,2011-04-29,Empresa 231,Bairro 2
1586,4796,2018-09-05,2018-10-23,Empresa 4796,Bairro 2
1587,4788,2018-08-31,2018-10-15,Empresa 4788,Bairro 2
1588,4783,2018-09-28,2018-10-10,Empresa 4783,Bairro 2
1589,4770,2017-12-28,2018-10-01,Empresa 4770,Bairro 2
1590,4773,2018-09-01,2018-10-02,Empresa 4773,Bairro 2
1591,4424,2017-11-23,2017-12-05,Empresa 4424,Bairro 2
1592,4772,2018-09-19,2018-10-02,Empresa 4772,Bairro 2
1593,3075,2008-12-29,2012-04-09,Empresa 3075,Bairro 2
1594,4750,2018-09-04,2018-09-13,Empresa 4750,Bairro 2
1595,1343,1995-07-01,2007-06-15,Empresa 1343,Bairro 2
1596,5035,2019-08-14,2019-08-21,Empresa 5035,Bairro 2
1597,4193,2017-04-21,2017-04-28,Empresa 4193,Bairro 2
1598,3789,2016-01-20,2016-02-03,Empresa 3789,Bairro 2
1599,1304,1994-07-01,,Empresa 1304,Bairro 2
1600,4732,2018-07-27,2018-08-21,Empresa 4732,Bairro 2
1601,4737,2018-08-31,2018-08-24,Empresa 4737,Bairro 2
1602,4735,2018-08-15,2018-08-24,Empresa 4735,Bairro 2
1603,4723,2018-08-01,2018-08-14,Empresa 4723,Bairro 2
1604,1288,1970-02-05,2010-12-21,Empresa 1288,Bairro 2
1605,4469,2018-01-16,2018-01-24,Empresa 4469,Bairro 2
1606,4040,2016-10-26,2016-11-07,Empresa 4040,Bairro 2
1607,4042,2015-12-17,2016-11-08,Empresa 4042,Bairro 2
1608,3115,2012-09-25,2012-10-18,Empresa 3115,Bairro 2
1609,495,2012-05-01,2012-06-27,Empresa 495,Bairro 2
1610,4693,2018-04-12,2018-07-17,Empresa 4693,Bairro 2
1611,4487,2018-02-06,2018-02-14,Empresa 4487,Bairro 2
1612,250,2011-05-01,2011-06-01,Empresa 250,Bairro 2
1613,5032,2019-08-06,2019-08-16,Empresa 5032,Bairro 2
1614,4818,2018-11-19,2018-11-30,Empresa 4818,Bairro 2
1615,4676,2018-05-24,2018-07-03,Empresa 4676,Bairro 2
1616,5456,2020-11-04,2020-11-13,Empresa 5456,Bairro 2
1617,1181,1991-05-20,2006-11-08,Empresa 1181,Bairro 2
1618,3806,2015-09-23,2016-02-24,Empresa 3806,Bairro 2
1619,5295,2020-05-27,2020-06-08,Empresa 5295,Bairro 2
1620,1169,1991-02-18,2007-07-05,Empresa 1169,Bairro 2
1621,4651,2018-06-07,2018-06-14,Empresa 4651,Bairro 2
1622,1166,1990-12-01,2007-11-20,Empresa 1166,Bairro 2
1623,3225,2013-12-03,2013-12-17,Empresa 3225,Bairro 2
1624,4525,2018-03-06,2018-03-09,Empresa 4525,Bairro 2
1625,4630,2018-04-01,2018-05-28,Empresa 4630,Bairro 2
1626,3460,2014-09-12,2014-10-08,Empresa 3460,Bairro 2
1627,4618,2018-05-09,2018-05-21,Empresa 4618,Bairro 2
1628,4614,2018-03-02,2018-05-18,Empresa 4614,Bairro 2
1629,4610,2018-04-20,2018-05-17,Empresa 4610,Bairro 2
1630,5793,2021-07-14,2021-07-19,Empresa 5793,Bairro 2
1631,4941,2019-03-22,2019-05-22,Empresa 4941,Bairro 2
1632,4558,2018-03-23,2018-04-04,Empresa 4558,Bairro 2
1633,269,2001-04-02,2008-06-05,Empresa 269,Bairro 2
1634,3374,2014-06-12,2014-06-12,Empresa 3374,Bairro 2
1635,4562,2018-03-07,2018-04-05,Empresa 4562,Bairro 2
1636,4565,2018-02-26,2018-04-05,Empresa 4565,Bairro 2
1637,1071,1988-05-02,2006-11-08,Empresa 1071,Bairro 2
1638,3273,2014-01-10,2014-01-29,Empresa 3273,Bairro 2
1639,3108,2006-08-01,2012-09-18,Empresa 3108,Bairro 2
1640,275,2011-07-04,2011-07-12,Empresa 275,Bairro 2
1641,4580,2018-02-28,2018-04-20,Empresa 4580,Bairro 2
1642,4576,2018-04-03,2018-04-16,Empresa 4576,Bairro 2
1643,1025,1986-01-01,2009-01-07,Empresa 1025,Bairro 2
1644,359,2011-12-09,2011-12-16,Empresa 359,Bairro 2
1645,2465,2007-11-01,2007-11-30,Empresa 2465,Bairro 2
1646,3817,2007-02-12,2016-03-14,Empresa 3817,Bairro 2
1647,390,2011-12-13,2012-02-13,Empresa 390,Bairro 2
1648,5023,2019-07-24,2019-08-08,Empresa 5023,Bairro 2
1649,6350,2023-03-02,2023-03-02,Empresa 6350,Bairro 2
1650,2765,2009-05-22,2009-05-25,Empresa 2765,Bairro 2
1651,5766,2021-06-24,2021-07-05,Empresa 5766,Bairro 2
1652,5024,2019-07-30,2019-08-12,Empresa 5024,Bairro 2
1653,5105,2019-10-09,2019-10-18,Empresa 5105,Bairro 2
1654,6176,2022-07-14,2022-07-14,Empresa 6176,Bairro 2
1655,5765,2021-05-18,2021-07-05,Empresa 5765,Bairro 2
1656,424,2012-02-23,2012-03-14,Empresa 424,Bairro 2
1657,5017,2019-06-27,2019-08-07,Empresa 5017,Bairro 2
1658,863,1989-11-01,2009-01-07,Empresa 863,Bairro 2
1659,5019,2019-07-26,2019-08-07,Empresa 5019,Bairro 2
1660,4355,2017-09-18,2017-10-13,Empresa 4355,Bairro 2
1661,494,2012-06-20,2012-06-27,Empresa 494,Bairro 2
1662,940,1983-01-24,2009-01-07,Empresa 940,Bairro 2
1663,4656,2018-06-04,2018-06-15,Empresa 4656,Bairro 2
1664,4655,2018-06-12,2018-06-15,Empresa 4655,Bairro 2
1665,5752,2021-06-18,2021-06-30,Empresa 5752,Bairro 2
1666,498,2012-06-20,2012-07-05,Empresa 498,Bairro 2
1667,4551,2018-03-23,2018-04-02,Empresa 4551,Bairro 2
1668,311,2011-08-01,2011-09-08,Empresa 311,Bairro 2
1669,3217,2013-08-01,2013-12-05,Empresa 3217,Bairro 2
1670,4532,2018-03-08,2018-03-14,Empresa 4532,Bairro 2
1671,3354,1997-10-01,2014-04-16,Empresa 3354,Bairro 2
1672,7,2009-12-14,2009-12-16,Empresa 7,Bairro 2
1673,2439,2007-08-28,2007-09-27,Empresa 2439,Bairro 2
1674,527,2012-07-12,2012-08-13,Empresa 527,Bairro 2
1675,1394,1996-07-01,2009-01-07,Empresa 1394,Bairro 2
1676,872,1982-06-01,2009-01-07,Empresa 872,Bairro 2
1677,6307,2023-01-25,2023-01-25,Empresa 6307,Bairro 2
1678,2028,2005-01-02,2006-10-27,Empresa 2028,Bairro 2
1679,2027,2004-10-01,2007-06-19,Empresa 2027,Bairro 2
1680,4367,2017-09-11,2017-10-13,Empresa 4367,Bairro 2
1681,918,1982-08-01,2009-01-07,Empresa 918,Bairro 2
1682,3840,2016-01-11,2016-03-31,Empresa 3840,Bairro 2
1683,5297,2020-06-08,2020-06-16,Empresa 5297,Bairro 2
1684,926,1982-07-01,2009-01-07,Empresa 926,Bairro 2
1685,2522,2008-03-06,2008-04-10,Empresa 2522,Bairro 2
1686,5292,2020-03-09,2020-06-02,Empresa 5292,Bairro 2
1687,3837,2015-07-14,2016-03-29,Empresa 3837,Bairro 2
1688,5748,2021-06-17,2021-06-29,Empresa 5748,Bairro 2
1689,3849,2015-12-07,2016-04-13,Empresa 3849,Bairro 2
1690,4287,2017-07-26,2017-08-09,Empresa 4287,Bairro 2
1691,885,1966-07-07,2009-01-07,Empresa 885,Bairro 2
1692,4120,2017-02-06,2017-02-28,Empresa 4120,Bairro 2
1693,4436,2017-10-18,2017-12-19,Empresa 4436,Bairro 2
1694,865,1985-08-12,2007-06-04,Empresa 865,Bairro 2
1695,3019,2011-07-01,2011-07-14,Empresa 3019,Bairro 2
1696,667,2013-03-27,2013-04-18,Empresa 667,Bairro 2
1697,2489,2008-01-02,2008-02-13,Empresa 2489,Bairro 2
1698,2462,2007-09-06,2007-11-23,Empresa 2462,Bairro 2
1699,677,2013-05-02,2013-05-07,Empresa 677,Bairro 2
1700,2198,2006-02-01,2009-01-07,Empresa 2198,Bairro 2
1701,5002,2019-07-17,2019-07-23,Empresa 5002,Bairro 2
1702,474,2012-05-02,2012-05-25,Empresa 474,Bairro 2
1703,342,2011-11-01,2011-11-21,Empresa 342,Bairro 2
1704,5715,2021-05-21,2021-06-16,Empresa 5715,Bairro 2
1705,3141,2013-04-22,2013-04-23,Empresa 3141,Bairro 2
1706,5286,2020-05-20,2020-05-26,Empresa 5286,Bairro 2
1707,3777,2015-09-11,2016-01-22,Empresa 3777,Bairro 2
1708,5712,2021-06-09,2021-06-14,Empresa 5712,Bairro 2
1709,1810,2002-07-01,2007-06-20,Empresa 1810,Bairro 2
1710,3853,2016-03-17,2016-04-18,Empresa 3853,Bairro 2
1711,3778,2015-09-01,2016-01-22,Empresa 3778,Bairro 2
1712,5276,2020-04-17,2020-05-18,Empresa 5276,Bairro 2
1713,5279,2020-05-02,2020-05-19,Empresa 5279,Bairro 2
1714,735,2013-07-08,2013-07-24,Empresa 735,Bairro 2
1715,1351,1995-08-01,2007-10-15,Empresa 1351,Bairro 2
1716,766,2013-08-19,2013-08-27,Empresa 766,Bairro 2
1717,823,1994-01-01,,Empresa 823,Bairro 2
1718,5274,2020-04-30,2020-05-13,Empresa 5274,Bairro 2
1719,768,2013-08-29,2013-09-03,Empresa 768,Bairro 2
1720,13,2009-12-01,2009-12-17,Empresa 13,Bairro 2
1721,4072,2016-11-23,2016-12-09,Empresa 4072,Bairro 2
1722,3389,2014-04-23,2014-04-23,Empresa 3389,Bairro 2
1723,3209,2010-09-23,2013-12-03,Empresa 3209,Bairro 2
1724,785,2018-11-19,2013-10-07,Empresa 785,Bairro 2
1725,3726,2015-07-07,2015-10-13,Empresa 3726,Bairro 2
1726,5271,2019-09-18,2020-05-08,Empresa 5271,Bairro 2
1727,6325,2023-02-07,2023-02-07,Empresa 6325,Bairro 2
1728,3860,2014-11-26,2016-04-28,Empresa 3860,Bairro 2
1729,819,1984-01-01,2007-05-30,Empresa 819,Bairro 2
1730,5243,2020-03-19,2020-03-19,Empresa 5243,Bairro 2
1731,2352,2006-02-15,2007-05-04,Empresa 2352,Bairro 2
1732,3855,2016-03-21,2016-04-20,Empresa 3855,Bairro 2
1733,760,2013-08-15,2013-08-20,Empresa 760,Bairro 2
1734,3255,2005-02-14,2014-01-13,Empresa 3255,Bairro 2
1735,2277,2006-06-01,2015-05-27,Empresa 2277,Bairro 2
1736,6324,2023-02-06,2023-02-07,Empresa 6324,Bairro 2
1737,3320,2014-03-06,2014-03-06,Empresa 3320,Bairro 2
1738,5692,2021-05-27,2021-05-28,Empresa 5692,Bairro 2
1739,1194,1991-09-01,2009-01-07,Empresa 1194,Bairro 2
1740,1313,1988-04-01,2009-01-07,Empresa 1313,Bairro 2
1741,1690,2000-11-01,2007-02-14,Empresa 1690,Bairro 2
1742,6328,2023-02-08,2023-02-09,Empresa 6328,Bairro 2
1743,637,2012-10-01,2013-03-05,Empresa 637,Bairro 2
1744,2306,2006-11-20,2006-12-13,Empresa 2306,Bairro 2
1745,2978,2011-01-02,2011-02-01,Empresa 2978,Bairro 2
1746,5688,2021-05-20,2021-05-27,Empresa 5688,Bairro 2
1747,868,1991-04-01,2007-02-09,Empresa 868,Bairro 2
1748,1107,1990-01-02,2009-01-07,Empresa 1107,Bairro 2
1749,875,1987-08-01,2009-01-07,Empresa 875,Bairro 2
1750,5681,2021-03-04,2021-05-26,Empresa 5681,Bairro 2
1751,4037,2016-10-04,2016-11-01,Empresa 4037,Bairro 2
1752,5255,2020-03-02,2020-04-23,Empresa 5255,Bairro 2
1753,3410,2012-12-03,2014-05-19,Empresa 3410,Bairro 2
1754,4324,2017-08-31,2017-09-12,Empresa 4324,Bairro 2
1755,942,1980-07-10,2006-12-21,Empresa 942,Bairro 2
1756,943,1988-07-20,2007-05-15,Empresa 943,Bairro 2
1757,1596,1999-07-29,2008-07-14,Empresa 1596,Bairro 2
1758,5674,2021-05-12,2021-05-24,Empresa 5674,Bairro 2
1759,5246,2020-03-17,2020-04-01,Empresa 5246,Bairro 2
1760,5669,2021-05-17,2021-05-20,Empresa 5669,Bairro 2
1761,1012,1985-08-22,2009-01-07,Empresa 1012,Bairro 2
1762,5656,2021-04-30,2021-05-11,Empresa 5656,Bairro 2
1763,1405,1996-06-25,2009-01-07,Empresa 1405,Bairro 2
1764,629,2013-02-11,2013-02-25,Empresa 629,Bairro 2
1765,3470,2014-09-11,2014-09-11,Empresa 3470,Bairro 2
1766,1040,1976-01-01,2006-10-26,Empresa 1040,Bairro 2
1767,4292,2017-07-07,2017-08-15,Empresa 4292,Bairro 2
1768,1044,1986-06-15,2007-03-26,Empresa 1044,Bairro 2
1769,5655,2021-05-11,2021-05-11,Empresa 5655,Bairro 2
1770,3172,2012-03-12,2013-08-15,Empresa 3172,Bairro 2
1771,1073,1988-06-01,2008-11-07,Empresa 1073,Bairro 2
1772,96,2010-08-01,2010-07-19,Empresa 96,Bairro 2
1773,5654,2021-05-11,2021-05-11,Empresa 5654,Bairro 2
1774,5237,2020-03-17,2020-03-17,Empresa 5237,Bairro 2
1775,3846,2016-03-01,2016-04-11,Empresa 3846,Bairro 2
1776,5236,2016-11-21,2020-03-16,Empresa 5236,Bairro 2
1777,2378,2007-05-16,2007-06-20,Empresa 2378,Bairro 2
1778,3134,2013-01-02,2013-02-22,Empresa 3134,Bairro 2
1779,1133,1990-06-01,2009-01-07,Empresa 1133,Bairro 2
1780,3132,2012-12-19,2013-02-04,Empresa 3132,Bairro 2
1781,1140,1990-08-01,2009-01-07,Empresa 1140,Bairro 2
1782,989,1979-09-01,2009-01-07,Empresa 989,Bairro 2
1783,3086,2012-06-11,2012-06-18,Empresa 3086,Bairro 2
1784,550,2012-07-30,2012-09-11,Empresa 550,Bairro 2
1785,5222,2020-02-14,2020-03-04,Empresa 5222,Bairro 2
1786,1167,1966-10-16,2007-05-21,Empresa 1167,Bairro 2
1787,3546,2014-12-19,2015-03-11,Empresa 3546,Bairro 2
1788,3089,2012-03-05,2012-06-20,Empresa 3089,Bairro 2
1789,1809,2002-07-02,2009-01-07,Empresa 1809,Bairro 2
1790,5637,2021-04-19,2021-04-27,Empresa 5637,Bairro 2
1791,4082,2016-09-01,2016-09-01,Empresa 4082,Bairro 2
1792,3993,2016-06-15,2016-09-20,Empresa 3993,Bairro 2
1793,1192,1991-09-03,2007-02-13,Empresa 1192,Bairro 2
1794,1379,1994-03-25,2009-01-07,Empresa 1379,Bairro 2
1795,477,2012-06-01,2012-06-11,Empresa 477,Bairro 2
1796,3068,2012-02-02,2012-02-21,Empresa 3068,Bairro 2
1797,2890,2010-04-01,2010-03-23,Empresa 2890,Bairro 2
1798,1225,1992-10-15,2009-01-07,Empresa 1225,Bairro 2
1799,3462,2014-08-04,2014-08-04,Empresa 3462,Bairro 2
1800,3542,2014-12-17,2015-04-24,Empresa 3542,Bairro 2
1801,5634,2021-04-06,2021-04-26,Empresa 5634,Bairro 2
1802,1605,1997-09-01,2009-01-07,Empresa 1605,Bairro 2
1803,3280,2013-10-01,2014-02-12,Empresa 3280,Bairro 2
1804,5218,2020-02-19,2020-03-03,Empresa 5218,Bairro 2
1805,1249,1993-09-01,2007-01-15,Empresa 1249,Bairro 2
1806,1250,1995-04-04,2007-07-05,Empresa 1250,Bairro 2
1807,1274,1994-03-01,2007-07-05,Empresa 1274,Bairro 2
1808,2999,2011-04-01,2011-04-28,Empresa 2999,Bairro 2
1809,2316,2006-11-17,2007-01-19,Empresa 2316,Bairro 2
1810,4086,2017-01-11,2017-01-16,Empresa 4086,Bairro 2
1811,40,2010-03-01,2010-03-11,Empresa 40,Bairro 2
1812,3219,2013-11-18,2013-12-10,Empresa 3219,Bairro 2
1813,1819,2002-07-01,2009-01-07,Empresa 1819,Bairro 2
1814,4088,2014-02-18,2017-01-17,Empresa 4088,Bairro 2
1815,3478,2014-06-06,2014-11-03,Empresa 3478,Bairro 2
1816,1315,1994-11-01,2007-06-29,Empresa 1315,Bairro 2
1817,1097,1989-07-01,2015-04-29,Empresa 1097,Bairro 2
1818,2987,2011-02-01,2011-02-23,Empresa 2987,Bairro 2
1819,2972,2010-10-01,2010-12-20,Empresa 2972,Bairro 2
1820,1318,1995-01-02,,Empresa 1318,Bairro 2
1821,1337,1995-05-02,2006-09-18,Empresa 1337,Bairro 2
1822,5214,2020-02-11,2020-02-27,Empresa 5214,Bairro 2
1823,2934,2010-08-01,2010-08-20,Empresa 2934,Bairro 2
1824,2933,2010-07-13,2010-08-18,Empresa 2933,Bairro 2
1825,2910,2010-06-01,2010-06-14,Empresa 2910,Bairro 2
1826,3814,2011-09-29,2016-03-08,Empresa 3814,Bairro 2
1827,3313,2014-01-30,2014-01-30,Empresa 3313,Bairro 2
1828,2942,2010-04-01,2010-09-08,Empresa 2942,Bairro 2
1829,401,2011-07-19,2012-02-29,Empresa 401,Bairro 2
1830,2929,2010-07-10,2010-08-05,Empresa 2929,Bairro 2
1831,5623,2021-01-20,2021-04-12,Empresa 5623,Bairro 2
1832,1364,1996-01-02,2007-07-05,Empresa 1364,Bairro 2
1833,99,2010-07-20,2010-07-20,Empresa 99,Bairro 2
1834,375,2012-01-16,2012-01-27,Empresa 375,Bairro 2
1835,309,1970-06-01,2009-01-07,Empresa 309,Bairro 2
1836,303,1923-06-24,2007-04-24,Empresa 303,Bairro 2
1837,5212,2020-02-07,2020-02-26,Empresa 5212,Bairro 2
1838,2855,2009-11-20,2009-11-26,Empresa 2855,Bairro 2
1839,1417,1996-12-12,2008-08-18,Empresa 1417,Bairro 2
1840,415,1968-04-16,2009-01-07,Empresa 415,Bairro 2
1841,1429,1997-05-02,2009-01-07,Empresa 1429,Bairro 2
1842,2862,2008-05-14,2009-12-11,Empresa 2862,Bairro 2
1843,278,2003-12-01,2011-07-12,Empresa 278,Bairro 2
1844,5220,2020-02-26,2020-03-04,Empresa 5220,Bairro 2
1845,1455,1997-03-01,2009-01-07,Empresa 1455,Bairro 2
1846,232,2011-04-01,2011-05-05,Empresa 232,Bairro 2
1847,211,2011-03-01,2011-03-23,Empresa 211,Bairro 2
1848,5599,2021-03-03,2021-03-23,Empresa 5599,Bairro 2
1849,1571,2002-04-16,2009-01-07,Empresa 1571,Bairro 2
1850,176,2011-02-01,2011-02-22,Empresa 176,Bairro 2
1851,1360,1995-11-16,2009-01-07,Empresa 1360,Bairro 2
1852,3482,2014-05-02,2014-05-02,Empresa 3482,Bairro 2
1853,3016,2011-05-16,2011-06-27,Empresa 3016,Bairro 2
1854,3474,2014-08-09,2014-08-09,Empresa 3474,Bairro 2
1855,1238,1993-04-01,2009-01-07,Empresa 1238,Bairro 2
1856,2760,2009-05-04,2009-05-15,Empresa 2760,Bairro 2
1857,163,2010-12-15,2010-12-15,Empresa 163,Bairro 2
1858,143,2010-11-09,2010-11-10,Empresa 143,Bairro 2
1859,2736,2009-03-18,2009-04-23,Empresa 2736,Bairro 2
1860,5202,2020-01-13,2020-02-13,Empresa 5202,Bairro 2
1861,2662,1995-08-01,2008-11-20,Empresa 2662,Bairro 2
1862,2722,2009-03-01,2009-03-20,Empresa 2722,Bairro 2
1863,5904,2019-01-09,2021-10-20,Empresa 5904,Bairro 2
1864,1495,2001-10-01,2009-01-07,Empresa 1495,Bairro 2
1865,2721,2008-10-16,2009-03-20,Empresa 2721,Bairro 2
1866,2438,2007-10-15,2007-09-26,Empresa 2438,Bairro 2
1867,2650,2008-10-20,2008-11-04,Empresa 2650,Bairro 2
1868,2654,2008-10-15,2008-11-10,Empresa 2654,Bairro 2
1869,1528,1998-11-05,2006-08-17,Empresa 1528,Bairro 2
1870,50,2010-03-01,2010-04-14,Empresa 50,Bairro 2
1871,2673,2006-04-28,2008-12-12,Empresa 2673,Bairro 2
1872,1540,1998-11-01,,Empresa 1540,Bairro 2
1873,15,2009-12-01,2009-12-17,Empresa 15,Bairro 2
1874,5875,2021-09-01,2021-09-21,Empresa 5875,Bairro 2
1875,1546,1998-10-01,2009-01-07,Empresa 1546,Bairro 2
1876,5590,2021-02-22,2021-03-18,Empresa 5590,Bairro 2
1877,4220,2017-03-16,2017-05-31,Empresa 4220,Bairro 2
1878,5587,2021-03-10,2021-03-18,Empresa 5587,Bairro 2
1879,6275,2018-07-31,2022-12-08,Empresa 6275,Bairro 2
1880,1600,1999-08-30,2008-02-01,Empresa 1600,Bairro 2
1881,2652,2008-09-03,2008-11-05,Empresa 2652,Bairro 2
1882,1606,1999-08-01,2007-07-05,Empresa 1606,Bairro 2
1883,2550,2007-02-05,2008-06-10,Empresa 2550,Bairro 2
1884,2569,2008-06-02,2008-07-09,Empresa 2569,Bairro 2
1885,2567,2008-06-02,2008-07-08,Empresa 2567,Bairro 2
1886,2566,2008-06-02,2008-07-08,Empresa 2566,Bairro 2
1887,1447,1997-06-02,2008-06-05,Empresa 1447,Bairro 2
1888,1666,2000-05-02,2009-01-07,Empresa 1666,Bairro 2
1889,6277,2021-07-12,2022-12-08,Empresa 6277,Bairro 2
1890,5476,2020-11-17,2020-11-24,Empresa 5476,Bairro 2
1891,1668,2000-07-01,2007-12-14,Empresa 1668,Bairro 2
1892,1675,2000-09-01,2009-01-07,Empresa 1675,Bairro 2
1893,4217,2017-04-17,2017-05-26,Empresa 4217,Bairro 2
1894,2529,2008-04-01,2008-04-28,Empresa 2529,Bairro 2
1895,2538,2008-03-01,2008-05-14,Empresa 2538,Bairro 2
1896,6265,2022-11-23,2022-11-24,Empresa 6265,Bairro 2
1897,4909,2019-03-29,2019-04-26,Empresa 4909,Bairro 2
1898,6261,2022-08-30,2022-11-19,Empresa 6261,Bairro 2
1899,6257,2022-11-11,2022-11-11,Empresa 6257,Bairro 2
1900,6355,2023-03-13,2023-03-13,Empresa 6355,Bairro 2
1901,2528,2008-04-10,2008-04-23,Empresa 2528,Bairro 2
1902,6250,2022-11-04,2022-11-04,Empresa 6250,Bairro 2
1903,6254,2022-10-19,2022-11-07,Empresa 6254,Bairro 2
1904,1736,2001-06-01,,Empresa 1736,Bairro 2
1905,767,2013-08-01,2013-08-30,Empresa 767,Bairro 2
1906,5187,2019-12-10,2020-01-27,Empresa 5187,Bairro 2
1907,5475,2020-11-13,2020-11-24,Empresa 5475,Bairro 2
1908,3724,2015-08-06,2015-10-08,Empresa 3724,Bairro 2
1909,1793,2002-05-01,2009-01-28,Empresa 1793,Bairro 2
1910,1800,2002-05-01,2007-11-23,Empresa 1800,Bairro 2
1911,22,2010-02-08,2010-02-11,Empresa 22,Bairro 2
1912,1816,2002-06-24,2009-01-07,Empresa 1816,Bairro 2
1913,120,2010-09-10,2010-09-23,Empresa 120,Bairro 2
1914,6212,2022-09-20,2022-09-20,Empresa 6212,Bairro 2
1915,1842,2002-10-01,2008-04-02,Empresa 1842,Bairro 2
1916,3922,2010-03-01,2016-07-06,Empresa 3922,Bairro 2
1917,3930,2015-05-04,2016-07-15,Empresa 3930,Bairro 2
1918,104,2010-07-12,2010-07-29,Empresa 104,Bairro 2
1919,2371,2007-06-01,2007-06-14,Empresa 2371,Bairro 2
1920,2386,2007-05-07,2007-06-29,Empresa 2386,Bairro 2
1921,2382,2007-05-25,2007-06-21,Empresa 2382,Bairro 2
1922,5554,2021-02-12,2021-02-18,Empresa 5554,Bairro 2
1923,6174,2022-07-14,2022-08-09,Empresa 6174,Bairro 2
1924,1887,2003-06-01,2007-10-26,Empresa 1887,Bairro 2
1925,1895,2002-03-01,2006-11-08,Empresa 1895,Bairro 2
1926,3854,2016-02-23,2016-04-18,Empresa 3854,Bairro 2
1927,5550,2021-01-28,2021-02-16,Empresa 5550,Bairro 2
1928,1917,2003-06-02,2006-11-08,Empresa 1917,Bairro 2
1929,1899,2002-10-10,2008-08-08,Empresa 1899,Bairro 2
1930,6169,2022-07-22,2022-08-05,Empresa 6169,Bairro 2
1931,3947,2016-07-18,2016-07-28,Empresa 3947,Bairro 2
1932,2365,2007-01-05,2007-06-06,Empresa 2365,Bairro 2
1933,1932,2003-12-15,2007-07-05,Empresa 1932,Bairro 2
1934,3563,2014-05-22,2015-03-27,Empresa 3563,Bairro 2
1935,2322,2007-02-02,2007-02-14,Empresa 2322,Bairro 2
1936,5154,2019-10-08,2019-12-11,Empresa 5154,Bairro 2
1937,5549,2014-05-09,2021-02-15,Empresa 5549,Bairro 2
1938,6161,2022-07-08,2022-07-08,Empresa 6161,Bairro 2
1939,3365,2014-05-19,2014-06-04,Empresa 3365,Bairro 2
1940,2891,2010-03-01,2010-03-24,Empresa 2891,Bairro 2
1941,5545,2021-01-22,2021-02-11,Empresa 5545,Bairro 2
1942,4837,2018-12-04,2019-01-10,Empresa 4837,Bairro 2
1943,2268,2006-08-01,2006-08-15,Empresa 2268,Bairro 2
1944,6147,2022-07-12,2022-07-12,Empresa 6147,Bairro 2
1945,2245,2006-05-01,2007-05-11,Empresa 2245,Bairro 2
